Genome_name	Module_id	Module_name
ph55.txt	M00126	Tetrahydrofolate biosynthesis, GTP => THF	K01495,K09007,K22391,K01077,K01113,K08310,K13940,K00950,K00796,K11754,K00287
ph6.txt	M00126	Tetrahydrofolate biosynthesis, GTP => THF	K01495,K09007,K22391,K01077,K01113,K08310,K13940,K00950,K00796,K11754,K00287
ph65.txt	M00126	Tetrahydrofolate biosynthesis, GTP => THF	K01495,K09007,K22391,K01077,K01113,K08310,K13940,K00950,K00796,K11754,K00287
ph7.txt	M00126	Tetrahydrofolate biosynthesis, GTP => THF	K01495,K09007,K22391,K01077,K01113,K08310,K13940,K00950,K00796,K11754,K00287
ph4.txt	M00127	Thiamine biosynthesis, AIR => thiamine-P/thiamine-2P	K03147,K00941,K14153,K00878,K00788,K14153,K00946
ph45.txt	M00127	Thiamine biosynthesis, AIR => thiamine-P/thiamine-2P	
ph5.txt	M00127	Thiamine biosynthesis, AIR => thiamine-P/thiamine-2P	K03147,K00941,K14153,K00878,K00788,K14153,K00946
ph55.txt	M00127	Thiamine biosynthesis, AIR => thiamine-P/thiamine-2P	K03147,K00941,K14153,K00878,K00788,K14153,K00946
ph6.txt	M00127	Thiamine biosynthesis, AIR => thiamine-P/thiamine-2P	K03147,K00941,K14153,K00878,K00788,K14153,K00946
ph65.txt	M00127	Thiamine biosynthesis, AIR => thiamine-P/thiamine-2P	K03147,K00941,K00878,K00788,K00946
ph7.txt	M00127	Thiamine biosynthesis, AIR => thiamine-P/thiamine-2P	K03147,K00941,K14153,K00878,K00788,K14153,K00946
ph4.txt	M00124	Pyridoxal biosynthesis, erythrose-4P => pyridoxal-5P	K03473,K00831,K00097,K03474,K00275
ph45.txt	M00124	Pyridoxal biosynthesis, erythrose-4P => pyridoxal-5P	K00831
ph5.txt	M00124	Pyridoxal biosynthesis, erythrose-4P => pyridoxal-5P	K03472,K03473,K00831,K00097,K03474,K00275
ph55.txt	M00124	Pyridoxal biosynthesis, erythrose-4P => pyridoxal-5P	K03473,K00831,K00097,K03474,K00275
ph6.txt	M00124	Pyridoxal biosynthesis, erythrose-4P => pyridoxal-5P	K03472,K03473,K00831,K00097,K03474,K00275
ph65.txt	M00124	Pyridoxal biosynthesis, erythrose-4P => pyridoxal-5P	K03472,K03473,K00831,K00097,K03474,K00275
ph7.txt	M00124	Pyridoxal biosynthesis, erythrose-4P => pyridoxal-5P	K03473,K00831,K00097,K03474,K00275
ph4.txt	M00125	Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD	K01497,K14652,K11752,K20862,K21064,K02858,K14652,K00794,K00793,K11753
ph45.txt	M00125	Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD	
ph5.txt	M00125	Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD	K01497,K14652,K11752,K22912,K20860,K20862,K21064,K02858,K14652,K00794,K00793,K11753
ph55.txt	M00125	Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD	K01497,K14652,K11752,K22912,K20862,K21064,K02858,K14652,K00794,K00793,K11753
ph6.txt	M00125	Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD	K01497,K14652,K11752,K22912,K20860,K20862,K21064,K02858,K14652,K00794,K00793,K11753
ph65.txt	M00125	Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD	K01497,K14652,K11752,K22912,K20860,K20862,K21064,K02858,K14652,K00794,K00793,K11753
ph7.txt	M00125	Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD	K01497,K14652,K11752,K22912,K20860,K20862,K21064,K02858,K14652,K00794,K00793,K11753
ph4.txt	M00122	Cobalamin biosynthesis, cobinamide => cobalamin	K00798,K19221,K02232,K02225,K02227,K02231,K00768,K02226,K22316,K02233
ph45.txt	M00122	Cobalamin biosynthesis, cobinamide => cobalamin	K00798,K02231,K02226
ph5.txt	M00122	Cobalamin biosynthesis, cobinamide => cobalamin	K00798,K19221,K02232,K02225,K02227,K02231,K00768,K02226,K22316,K02233
ph55.txt	M00122	Cobalamin biosynthesis, cobinamide => cobalamin	K00798,K19221,K02232,K02225,K02227,K02231,K00768,K02226,K22316,K02233
ph6.txt	M00122	Cobalamin biosynthesis, cobinamide => cobalamin	K00798,K19221,K02232,K02225,K02227,K02231,K00768,K02226,K22316,K02233
ph65.txt	M00122	Cobalamin biosynthesis, cobinamide => cobalamin	K00798,K19221,K02232,K02225,K02227,K02231,K00768,K02226,K22316,K02233
ph7.txt	M00122	Cobalamin biosynthesis, cobinamide => cobalamin	K00798,K19221,K02232,K02225,K02227,K02231,K00768,K02226,K22316,K02233
ph4.txt	M00123	Biotin biosynthesis, pimeloyl-ACP/CoA => biotin	K00652,K00833,K01935,K01012
ph45.txt	M00123	Biotin biosynthesis, pimeloyl-ACP/CoA => biotin	
ph5.txt	M00123	Biotin biosynthesis, pimeloyl-ACP/CoA => biotin	K00652,K00833,K01935,K01012
ph55.txt	M00123	Biotin biosynthesis, pimeloyl-ACP/CoA => biotin	K00652,K00833,K01935,K01012
ph6.txt	M00123	Biotin biosynthesis, pimeloyl-ACP/CoA => biotin	K00652,K00833,K01935,K01012
ph65.txt	M00123	Biotin biosynthesis, pimeloyl-ACP/CoA => biotin	K00652,K00833,K01935,K01012
ph7.txt	M00123	Biotin biosynthesis, pimeloyl-ACP/CoA => biotin	K00652,K00833,K01935,K01012
ph4.txt	M00120	Coenzyme A biosynthesis, pantothenate => CoA	K00867,K03525,K09680,K01922,K21977,K01598,K13038,K00954,K00859
ph45.txt	M00120	Coenzyme A biosynthesis, pantothenate => CoA	K03525,K13038
ph5.txt	M00120	Coenzyme A biosynthesis, pantothenate => CoA	K00867,K03525,K09680,K21977,K01598,K13038,K00954,K00859
ph55.txt	M00120	Coenzyme A biosynthesis, pantothenate => CoA	K00867,K03525,K09680,K21977,K01598,K13038,K00954,K00859
ph6.txt	M00120	Coenzyme A biosynthesis, pantothenate => CoA	K00867,K03525,K09680,K21977,K01598,K13038,K00954,K00859
ph65.txt	M00120	Coenzyme A biosynthesis, pantothenate => CoA	K00867,K03525,K09680,K21977,K01598,K13038,K00954,K00859
ph7.txt	M00120	Coenzyme A biosynthesis, pantothenate => CoA	K00867,K03525,K09680,K01922,K21977,K01598,K13038,K00954,K00859
ph4.txt	M00121	Heme biosynthesis, glutamate => heme	K01885,K02492,K01845,K01698,K01749,K01719,K13542,K01599,K00228,K02495,K00230,K00231,K01772
ph45.txt	M00121	Heme biosynthesis, glutamate => heme	K01845,K01698,K01719,K13542,K00231,K01772
ph5.txt	M00121	Heme biosynthesis, glutamate => heme	K01885,K02492,K01845,K01698,K01749,K01719,K13542,K13543,K01599,K00228,K02495,K00230,K00231,K01772
ph55.txt	M00121	Heme biosynthesis, glutamate => heme	K01885,K02492,K01845,K01698,K01749,K01719,K13542,K13543,K01599,K00228,K02495,K00230,K00231,K01772
ph6.txt	M00121	Heme biosynthesis, glutamate => heme	K01885,K02492,K01845,K01698,K01749,K01719,K13542,K01599,K00228,K02495,K00230,K00231,K01772
ph65.txt	M00121	Heme biosynthesis, glutamate => heme	K01885,K02492,K01845,K01698,K01749,K01719,K13542,K01599,K00228,K02495,K00230,K00231,K01772
ph7.txt	M00121	Heme biosynthesis, glutamate => heme	K01885,K02492,K01845,K01698,K01749,K01719,K13542,K01599,K00228,K02495,K00230,K00231,K01772
ph4.txt	M00089	Triacylglycerol biosynthesis	K13507,K00631,K03621,K08591,K00655,K00635,K18851
ph45.txt	M00089	Triacylglycerol biosynthesis	K00635
ph5.txt	M00089	Triacylglycerol biosynthesis	K13507,K00631,K03621,K08591,K00655,K13519,K22831,K15728,K00635,K18851
ph55.txt	M00089	Triacylglycerol biosynthesis	K13507,K00630,K00631,K03621,K08591,K00655,K00635,K18851
ph6.txt	M00089	Triacylglycerol biosynthesis	K13507,K00630,K00631,K03621,K08591,K00655,K00635,K18851
ph65.txt	M00089	Triacylglycerol biosynthesis	K13507,K00630,K00631,K03621,K08591,K00655,K00635,K18851
ph7.txt	M00089	Triacylglycerol biosynthesis	K13507,K00630,K00631,K03621,K08591,K00655,K00635,K18851
ph4.txt	M00088	Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone	K00626,K01641,K01640,K00019,K01574
ph45.txt	M00088	Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone	K00626
ph5.txt	M00088	Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone	K00626,K01641,K01640,K00019,K01574
ph55.txt	M00088	Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone	K00626,K01641,K01640,K00019,K01574
ph6.txt	M00088	Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone	K00626,K01641,K01640,K00019,K01574
ph65.txt	M00088	Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone	K00626,K01641,K01640,K00019,K01574
ph7.txt	M00088	Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone	K00626,K01641,K01640,K00019,K01574
ph4.txt	M00379	SCF-MET30 complex	K03094
ph45.txt	M00379	SCF-MET30 complex	
ph5.txt	M00379	SCF-MET30 complex	K03094
ph55.txt	M00379	SCF-MET30 complex	K03094
ph6.txt	M00379	SCF-MET30 complex	K03094
ph65.txt	M00379	SCF-MET30 complex	
ph7.txt	M00379	SCF-MET30 complex	
ph4.txt	M00081	Pectin degradation	K01051
ph45.txt	M00081	Pectin degradation	
ph5.txt	M00081	Pectin degradation	K01051
ph55.txt	M00081	Pectin degradation	K01051
ph6.txt	M00081	Pectin degradation	K01051
ph65.txt	M00081	Pectin degradation	K01051
ph7.txt	M00081	Pectin degradation	K01051
ph4.txt	M00080	Lipopolysaccharide biosynthesis, inner core => outer core => O-antigen	K02527,K02841,K02843,K02849,K02844,K02840,K02847
ph45.txt	M00080	Lipopolysaccharide biosynthesis, inner core => outer core => O-antigen	K02527
ph5.txt	M00080	Lipopolysaccharide biosynthesis, inner core => outer core => O-antigen	K02527,K02841,K02843,K02848,K02849,K02844,K02847
ph55.txt	M00080	Lipopolysaccharide biosynthesis, inner core => outer core => O-antigen	K02527,K02841,K02843,K02848,K02849,K02844,K02847
ph6.txt	M00080	Lipopolysaccharide biosynthesis, inner core => outer core => O-antigen	K02527,K02841,K02843,K02848,K02849,K02844,K02847
ph65.txt	M00080	Lipopolysaccharide biosynthesis, inner core => outer core => O-antigen	K02527,K02841,K02843,K02848,K02849,K02844,K02847
ph7.txt	M00080	Lipopolysaccharide biosynthesis, inner core => outer core => O-antigen	K02527,K02841,K02843,K02848,K02849,K02844,K02847
ph4.txt	M00083	Fatty acid biosynthesis, elongation	K00647,K09458,K00648,K00059,K02372,K01716,K16363,K00208,K02371,K10780,K00209
ph45.txt	M00083	Fatty acid biosynthesis, elongation	
ph5.txt	M00083	Fatty acid biosynthesis, elongation	K00647,K09458,K00648,K00059,K02372,K01716,K16363,K00208,K02371,K10780,K00209
ph55.txt	M00083	Fatty acid biosynthesis, elongation	K00647,K09458,K00648,K00059,K02372,K01716,K16363,K00208,K02371,K10780,K00209
ph6.txt	M00083	Fatty acid biosynthesis, elongation	K00647,K09458,K00648,K00059,K02372,K01716,K16363,K00208,K02371,K10780,K00209
ph65.txt	M00083	Fatty acid biosynthesis, elongation	K00647,K09458,K00648,K00059,K02372,K01716,K16363,K00208,K02371,K10780,K00209
ph7.txt	M00083	Fatty acid biosynthesis, elongation	K00647,K09458,K00648,K00059,K02372,K01716,K16363,K00208,K02371,K10780,K00209
ph4.txt	M00082	Fatty acid biosynthesis, initiation	K02160,K01961,K11263,K01962,K01963,K18472,K00645,K00648
ph45.txt	M00082	Fatty acid biosynthesis, initiation	
ph5.txt	M00082	Fatty acid biosynthesis, initiation	K02160,K01961,K11263,K01962,K01963,K18472,K00645,K00648
ph55.txt	M00082	Fatty acid biosynthesis, initiation	K02160,K01961,K11263,K01962,K01963,K18472,K00645,K00648
ph6.txt	M00082	Fatty acid biosynthesis, initiation	K02160,K01961,K11263,K01962,K01963,K18472,K00645,K00648,K18473
ph65.txt	M00082	Fatty acid biosynthesis, initiation	K02160,K01961,K11263,K01962,K01963,K18472,K00645,K00648
ph7.txt	M00082	Fatty acid biosynthesis, initiation	K02160,K01961,K11263,K01962,K01963,K18472,K00645,K00648
ph4.txt	M00085	Fatty acid biosynthesis, elongation, mitochondria	K07508,K00022,K07511,K07512
ph45.txt	M00085	Fatty acid biosynthesis, elongation, mitochondria	
ph5.txt	M00085	Fatty acid biosynthesis, elongation, mitochondria	K07508,K00022,K07511,K07512
ph55.txt	M00085	Fatty acid biosynthesis, elongation, mitochondria	K07508,K07512
ph6.txt	M00085	Fatty acid biosynthesis, elongation, mitochondria	K07508,K07512
ph65.txt	M00085	Fatty acid biosynthesis, elongation, mitochondria	K07508,K07512
ph7.txt	M00085	Fatty acid biosynthesis, elongation, mitochondria	K07508,K00022,K07511,K07512
ph4.txt	M00779	Dihydrokalafungin biosynthesis, octaketide => dihydrokalafungin	K14627,K14629,K14632
ph45.txt	M00779	Dihydrokalafungin biosynthesis, octaketide => dihydrokalafungin	
ph5.txt	M00779	Dihydrokalafungin biosynthesis, octaketide => dihydrokalafungin	K05556,K14626,K14629,K14632
ph55.txt	M00779	Dihydrokalafungin biosynthesis, octaketide => dihydrokalafungin	K05556,K14629,K14632
ph6.txt	M00779	Dihydrokalafungin biosynthesis, octaketide => dihydrokalafungin	K05556,K14627
ph65.txt	M00779	Dihydrokalafungin biosynthesis, octaketide => dihydrokalafungin	K05556,K14627,K14632
ph7.txt	M00779	Dihydrokalafungin biosynthesis, octaketide => dihydrokalafungin	K05556
ph4.txt	M00087	beta-Oxidation	K00232,K00249,K06445,K01692,K07511,K00022,K07516,K01825,K01782,K10527,K00632,K07508
ph45.txt	M00087	beta-Oxidation	K01692,K07516
ph5.txt	M00087	beta-Oxidation	K00232,K00249,K06445,K01692,K07511,K13767,K00022,K07516,K01825,K01782,K10527,K00632,K07508
ph55.txt	M00087	beta-Oxidation	K00232,K00249,K06445,K01692,K13767,K00022,K07516,K01825,K01782,K10527,K00632,K07508
ph6.txt	M00087	beta-Oxidation	K00232,K00249,K06445,K01692,K13767,K00022,K07516,K01825,K01782,K10527,K00632,K07508
ph65.txt	M00087	beta-Oxidation	K00232,K00249,K06445,K01692,K13767,K00022,K07516,K01825,K01782,K10527,K00632,K07508
ph7.txt	M00087	beta-Oxidation	K00232,K00249,K06445,K01692,K07511,K13767,K00022,K07516,K01825,K01782,K10527,K00632,K07508
ph4.txt	M00086	beta-Oxidation, acyl-CoA synthesis	K01897
ph45.txt	M00086	beta-Oxidation, acyl-CoA synthesis	
ph5.txt	M00086	beta-Oxidation, acyl-CoA synthesis	K01897,K15013
ph55.txt	M00086	beta-Oxidation, acyl-CoA synthesis	K01897,K15013
ph6.txt	M00086	beta-Oxidation, acyl-CoA synthesis	K01897,K15013
ph65.txt	M00086	beta-Oxidation, acyl-CoA synthesis	K01897,K15013
ph7.txt	M00086	beta-Oxidation, acyl-CoA synthesis	K01897,K15013
ph4.txt	M00489	DctS-DctR (C4-dicarboxylate transport) two-component regulatory system	
ph45.txt	M00489	DctS-DctR (C4-dicarboxylate transport) two-component regulatory system	
ph5.txt	M00489	DctS-DctR (C4-dicarboxylate transport) two-component regulatory system	K11692
ph55.txt	M00489	DctS-DctR (C4-dicarboxylate transport) two-component regulatory system	
ph6.txt	M00489	DctS-DctR (C4-dicarboxylate transport) two-component regulatory system	
ph65.txt	M00489	DctS-DctR (C4-dicarboxylate transport) two-component regulatory system	
ph7.txt	M00489	DctS-DctR (C4-dicarboxylate transport) two-component regulatory system	
ph4.txt	M00488	DcuS-DcuR (C4-dicarboxylate metabolism) two-component regulatory system	
ph45.txt	M00488	DcuS-DcuR (C4-dicarboxylate metabolism) two-component regulatory system	
ph5.txt	M00488	DcuS-DcuR (C4-dicarboxylate metabolism) two-component regulatory system	
ph55.txt	M00488	DcuS-DcuR (C4-dicarboxylate metabolism) two-component regulatory system	
ph6.txt	M00488	DcuS-DcuR (C4-dicarboxylate metabolism) two-component regulatory system	
ph65.txt	M00488	DcuS-DcuR (C4-dicarboxylate metabolism) two-component regulatory system	
ph7.txt	M00488	DcuS-DcuR (C4-dicarboxylate metabolism) two-component regulatory system	
ph4.txt	M00620	Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate	K00169,K00170,K00171,K00172,K00024,K01677,K01678,K01902,K01903,K00174,K00175,K00176,K00177
ph45.txt	M00620	Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate	
ph5.txt	M00620	Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate	K00169,K00170,K00171,K00172,K01959,K01960,K00024,K01677,K01678,K01902,K01903,K00174,K00175,K00176,K00177
ph55.txt	M00620	Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate	K00169,K00170,K00171,K00172,K01959,K01960,K00024,K01677,K01678,K01902,K01903,K00174,K00175,K00176,K00177
ph6.txt	M00620	Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate	K00169,K00170,K00171,K00172,K01959,K01960,K00024,K01677,K01678,K01902,K01903,K00174,K00175,K00176,K00177
ph65.txt	M00620	Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate	K00169,K00170,K00171,K00172,K01959,K01960,K00024,K01677,K01678,K01902,K01903,K00174,K00175,K00176,K00177
ph7.txt	M00620	Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate	K00169,K00170,K00171,K00172,K01959,K01960,K00024,K01677,K01678,K01902,K01903,K00174,K00175,K00176,K00177
ph4.txt	M00333	Type IV secretion system	K03199,K03196,K03203,K03195,K03204,K03205
ph45.txt	M00333	Type IV secretion system	K03205
ph5.txt	M00333	Type IV secretion system	K03199,K03196,K03203,K03195,K03204,K03205
ph55.txt	M00333	Type IV secretion system	K03199,K03196,K03203,K03195,K03204,K03205
ph6.txt	M00333	Type IV secretion system	K03199,K03196,K03203,K03195,K03204,K03205
ph65.txt	M00333	Type IV secretion system	K03199,K03196,K03203,K03195,K03204,K03205
ph7.txt	M00333	Type IV secretion system	K03199,K03196,K03203,K03195,K03204,K03205
ph4.txt	M00332	Type III secretion system	K03227,K03225
ph45.txt	M00332	Type III secretion system	
ph5.txt	M00332	Type III secretion system	K03224,K03226,K03227,K03228,K03229,K22510,K03230,K03225,K03222,K22505,K03219
ph55.txt	M00332	Type III secretion system	K03224,K03226,K03227,K03228,K03229,K03230,K03225,K03222,K22505,K03219
ph6.txt	M00332	Type III secretion system	K03224,K03226,K03227,K22508,K03228,K03229,K03230,K03225,K03222,K03219
ph65.txt	M00332	Type III secretion system	K03224,K03226,K03227,K03228,K03229,K03230,K03225,K03222,K03219
ph7.txt	M00332	Type III secretion system	K03226,K03227,K03228,K03229,K03230,K03225,K03222
ph4.txt	M00331	Type II general secretion pathway	K02453,K02452,K02455,K02456,K02457,K02458,K02459,K02460,K02461,K02462,K02454,K02654
ph45.txt	M00331	Type II general secretion pathway	
ph5.txt	M00331	Type II general secretion pathway	K02453,K02452,K02455,K02456,K02457,K02458,K02459,K02460,K02461,K02462,K02454,K02654
ph55.txt	M00331	Type II general secretion pathway	K02453,K02452,K02455,K02456,K02457,K02458,K02459,K02460,K02461,K02462,K02454,K02654
ph6.txt	M00331	Type II general secretion pathway	K02453,K02452,K02455,K02456,K02457,K02458,K02459,K02460,K02461,K02462,K02454,K02654
ph65.txt	M00331	Type II general secretion pathway	K02453,K02452,K02455,K02456,K02457,K02458,K02459,K02460,K02461,K02462,K02454,K02654
ph7.txt	M00331	Type II general secretion pathway	K02453,K02452,K02455,K02456,K02457,K02458,K02459,K02460,K02461,K02462,K02454,K02654
ph4.txt	M00330	Adhesin protein transport system	K12541,K12542,K12543
ph45.txt	M00330	Adhesin protein transport system	
ph5.txt	M00330	Adhesin protein transport system	K12541,K12542,K12543
ph55.txt	M00330	Adhesin protein transport system	K12541,K12542,K12543
ph6.txt	M00330	Adhesin protein transport system	K12541,K12542,K12543
ph65.txt	M00330	Adhesin protein transport system	K12541,K12542,K12543
ph7.txt	M00330	Adhesin protein transport system	K12541,K12542,K12543
ph4.txt	M00337	Immunoproteasome	K02732,K02734
ph45.txt	M00337	Immunoproteasome	
ph5.txt	M00337	Immunoproteasome	K02732,K02734,K02735
ph55.txt	M00337	Immunoproteasome	
ph6.txt	M00337	Immunoproteasome	
ph65.txt	M00337	Immunoproteasome	
ph7.txt	M00337	Immunoproteasome	
ph4.txt	M00336	Twin-arginine translocation (Tat) system	K03116,K03118
ph45.txt	M00336	Twin-arginine translocation (Tat) system	
ph5.txt	M00336	Twin-arginine translocation (Tat) system	K03116,K03118
ph55.txt	M00336	Twin-arginine translocation (Tat) system	K03116,K03118
ph6.txt	M00336	Twin-arginine translocation (Tat) system	K03116,K03118
ph65.txt	M00336	Twin-arginine translocation (Tat) system	K03116,K03118
ph7.txt	M00336	Twin-arginine translocation (Tat) system	K03116,K03118
ph4.txt	M00335	Sec (secretion) system	K03072,K03074,K12257,K03073,K03075,K03076,K03210,K03217,K03070,K03110
ph45.txt	M00335	Sec (secretion) system	K03070
ph5.txt	M00335	Sec (secretion) system	K03072,K03074,K12257,K03073,K03075,K03076,K03210,K03217,K03070,K03110
ph55.txt	M00335	Sec (secretion) system	K03072,K03074,K12257,K03073,K03075,K03076,K03210,K03217,K03070,K03110
ph6.txt	M00335	Sec (secretion) system	K03072,K03074,K12257,K03073,K03075,K03076,K03210,K03217,K03070,K03110
ph65.txt	M00335	Sec (secretion) system	K03072,K03074,K12257,K03073,K03075,K03076,K03210,K03217,K03070,K03110
ph7.txt	M00335	Sec (secretion) system	K03072,K03074,K12257,K03073,K03075,K03076,K03210,K03217,K03070,K03110
ph4.txt	M00334	Type VI secretion system	K11902,K11910,K11901,K11900,K11903,K11897,K11905,K11896,K11895,K11907,K11904,K11906,K11893,K11892,K11891
ph45.txt	M00334	Type VI secretion system	
ph5.txt	M00334	Type VI secretion system	K11902,K11910,K11901,K11900,K11903,K11897,K11905,K11896,K11895,K11907,K11904,K11906,K11893,K11892,K11891
ph55.txt	M00334	Type VI secretion system	K11902,K11910,K11901,K11900,K11903,K11897,K11905,K11896,K11895,K11907,K11904,K11906,K11893,K11892,K11891
ph6.txt	M00334	Type VI secretion system	K11902,K11910,K11911,K11901,K11900,K11903,K11897,K11905,K11919,K11896,K11895,K11907,K11904,K11906,K11893,K11892,K11891
ph65.txt	M00334	Type VI secretion system	K11902,K11910,K11901,K11900,K11903,K11897,K11905,K11896,K11895,K11907,K11904,K11906,K11893,K11892,K11891
ph7.txt	M00334	Type VI secretion system	K11902,K11901,K11900,K11903,K11897,K11905,K11896,K11895,K11907,K11904,K11906,K11893,K11892,K11891
ph4.txt	M00339	RaxAB-RaxC type I secretion system	K13408,K13409,K12340
ph45.txt	M00339	RaxAB-RaxC type I secretion system	
ph5.txt	M00339	RaxAB-RaxC type I secretion system	K13408,K13409,K12340
ph55.txt	M00339	RaxAB-RaxC type I secretion system	K13408,K13409,K12340
ph6.txt	M00339	RaxAB-RaxC type I secretion system	K13408,K13409,K12340
ph65.txt	M00339	RaxAB-RaxC type I secretion system	K13408,K13409,K12340
ph7.txt	M00339	RaxAB-RaxC type I secretion system	K13408,K13409,K12340
ph4.txt	M00338	Cysteine biosynthesis, homocysteine + serine => cysteine	K01697,K01758
ph45.txt	M00338	Cysteine biosynthesis, homocysteine + serine => cysteine	
ph5.txt	M00338	Cysteine biosynthesis, homocysteine + serine => cysteine	K01697,K01758
ph55.txt	M00338	Cysteine biosynthesis, homocysteine + serine => cysteine	K01697,K01758
ph6.txt	M00338	Cysteine biosynthesis, homocysteine + serine => cysteine	K01697,K01758
ph65.txt	M00338	Cysteine biosynthesis, homocysteine + serine => cysteine	K01697,K01758
ph7.txt	M00338	Cysteine biosynthesis, homocysteine + serine => cysteine	K01697,K01758
ph4.txt	M00771	FitF-FitH (insecticidal toxin regulation) two-component regulatory system	
ph45.txt	M00771	FitF-FitH (insecticidal toxin regulation) two-component regulatory system	
ph5.txt	M00771	FitF-FitH (insecticidal toxin regulation) two-component regulatory system	
ph55.txt	M00771	FitF-FitH (insecticidal toxin regulation) two-component regulatory system	
ph6.txt	M00771	FitF-FitH (insecticidal toxin regulation) two-component regulatory system	
ph65.txt	M00771	FitF-FitH (insecticidal toxin regulation) two-component regulatory system	
ph7.txt	M00771	FitF-FitH (insecticidal toxin regulation) two-component regulatory system	
ph4.txt	M00238	D-Methionine transport system	K02073,K02072,K02071
ph45.txt	M00238	D-Methionine transport system	
ph5.txt	M00238	D-Methionine transport system	K02073,K02072,K02071
ph55.txt	M00238	D-Methionine transport system	K02073,K02072,K02071
ph6.txt	M00238	D-Methionine transport system	K02073,K02072,K02071
ph65.txt	M00238	D-Methionine transport system	K02073,K02072,K02071
ph7.txt	M00238	D-Methionine transport system	K02073,K02072,K02071
ph4.txt	M00239	Peptides/nickel transport system	K02035,K02033,K02034,K02031,K02032
ph45.txt	M00239	Peptides/nickel transport system	K02034
ph5.txt	M00239	Peptides/nickel transport system	K02035,K02033,K02034,K02031,K02032
ph55.txt	M00239	Peptides/nickel transport system	K02035,K02033,K02034,K02031,K02032
ph6.txt	M00239	Peptides/nickel transport system	K02035,K02033,K02034,K02031,K02032
ph65.txt	M00239	Peptides/nickel transport system	K02035,K02033,K02034,K02031,K02032
ph7.txt	M00239	Peptides/nickel transport system	K02035,K02033,K02034,K02031,K02032
ph4.txt	M00691	DNA damage-induced cell cycle checkpoints	
ph45.txt	M00691	DNA damage-induced cell cycle checkpoints	
ph5.txt	M00691	DNA damage-induced cell cycle checkpoints	K02555
ph55.txt	M00691	DNA damage-induced cell cycle checkpoints	
ph6.txt	M00691	DNA damage-induced cell cycle checkpoints	
ph65.txt	M00691	DNA damage-induced cell cycle checkpoints	
ph7.txt	M00691	DNA damage-induced cell cycle checkpoints	
ph4.txt	M00232	General L-amino acid transport system	K09969,K09970,K09971,K09972
ph45.txt	M00232	General L-amino acid transport system	
ph5.txt	M00232	General L-amino acid transport system	K09969,K09970,K09971,K09972
ph55.txt	M00232	General L-amino acid transport system	K09969,K09970,K09971,K09972
ph6.txt	M00232	General L-amino acid transport system	K09969,K09970,K09971,K09972
ph65.txt	M00232	General L-amino acid transport system	K09969,K09970,K09971,K09972
ph7.txt	M00232	General L-amino acid transport system	K09969,K09970,K09971,K09972
ph4.txt	M00233	Glutamate transport system	K10005,K10006,K10007,K10008
ph45.txt	M00233	Glutamate transport system	
ph5.txt	M00233	Glutamate transport system	K10005,K10006,K10007,K10008
ph55.txt	M00233	Glutamate transport system	K10005,K10006,K10007,K10008
ph6.txt	M00233	Glutamate transport system	K10005,K10006,K10007,K10008
ph65.txt	M00233	Glutamate transport system	K10005,K10006,K10007,K10008
ph7.txt	M00233	Glutamate transport system	K10005,K10006,K10007,K10008
ph4.txt	M00230	Glutamate/aspartate transport system	K10001,K10002,K10003,K10004
ph45.txt	M00230	Glutamate/aspartate transport system	
ph5.txt	M00230	Glutamate/aspartate transport system	K10001,K10002,K10003,K10004
ph55.txt	M00230	Glutamate/aspartate transport system	K10001,K10002,K10003,K10004
ph6.txt	M00230	Glutamate/aspartate transport system	K10001,K10002,K10003,K10004
ph65.txt	M00230	Glutamate/aspartate transport system	K10001,K10002,K10003,K10004
ph7.txt	M00230	Glutamate/aspartate transport system	K10001,K10002,K10003,K10004
ph4.txt	M00231	Octopine/nopaline transport system	K10018,K10019,K10020,K10021
ph45.txt	M00231	Octopine/nopaline transport system	
ph5.txt	M00231	Octopine/nopaline transport system	K10018,K10019,K10020,K10021
ph55.txt	M00231	Octopine/nopaline transport system	K10018,K10019,K10020,K10021
